,DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live)
,Realized Variance (5-minute),Realized Kernel,Return,Realized Variance (5-minute using 1-minute subsamples),Realized Variance (10-minute),Realized Variance (10-minute using 1-minute subsamples),Bipower Variation (5-minute) ,Bipower Variation (5-minute using 1-minute subsamples) ,Median Truncated Realized Variance,Realized Semivariance (5-minute),Realized Semivariance (5-minute using 1-minute subsamples),Number of Transactions,Time span betwen first and last observation (seconds),Close-to-Open Return,Opening Time (Local in Seconds),High-Low Range,High-Open Range,Opening Price,Closing Price
DateID,DJI2.rv,DJI2.rk,DJI2.r,DJI2.rv5ss,DJI2.rv10,DJI2.rv10ss,DJI2.bv5,DJI2.bv5ss,DJI2.medrv,DJI2.rs,DJI2.rs5ss,DJI2.nobs,DJI2.timespan,DJI2.rcto,DJI2.open,DJI2.highlow,DJI2.highopen,DJI2.openprice,DJI2.closeprice
20000530,0.00013742,9.42E-05,0.020610591,7.73E-05,0.000159034,7.19E-05,5.63E-05,5.02E-05,5.35E-05,1.72E-05,1.56E-05,10717,23398.238,,34205.983,-0.020618198,0.020618198,10302.31,10516.85
20000531,9.67E-05,8.30E-05,-0.000630881,8.84E-05,0.000126786,8.99E-05,0.000104248,8.93E-05,6.95E-05,3.95E-05,3.82E-05,10923,23398.774,,34202.81,-0.010301543,0.006735256,10528.28,10521.64
20000601,7.53E-05,7.39E-05,0.010807986,7.36E-05,9.19E-05,7.42E-05,6.71E-05,6.76E-05,5.82E-05,2.65E-05,2.71E-05,10955,23399.337,,34209.462,-0.015106813,0.013315472,10532.27,10646.72
20000602,0.000195215,0.000118423,0.01074312,0.000105507,0.000218077,7.52E-05,5.62E-05,4.76E-05,8.27E-05,1.76E-05,1.83E-05,10799,23398.195,,34206.267,-0.01720927,0.01720927,10660.09,10775.23
20000605,6.65E-05,7.85E-05,0.001701493,6.95E-05,7.17E-05,6.36E-05,7.21E-05,7.10E-05,6.76E-05,3.27E-05,3.15E-05,10872,23399.833,,34206.434,-0.010180253,0.006391964,10793.09,10811.47
20000606,9.14E-05,8.59E-05,-0.008391691,7.51E-05,0.000106236,6.39E-05,6.67E-05,7.04E-05,5.95E-05,6.11E-05,4.25E-05,10863,23397.642,,34202.515,0.010640735,0,10822.61,10732.17
20000607,6.18E-05,6.34E-05,0.007787196,5.97E-05,5.05E-05,5.89E-05,5.59E-05,5.60E-05,4.48E-05,2.42E-05,2.28E-05,10849,23398.995,,34204.181,-0.01301852,0.010615668,10733.48,10817.39
20000608,9.47E-05,6.56E-05,-0.013673634,8.05E-05,9.90E-05,7.34E-05,4.84E-05,5.01E-05,5.19E-05,7.47E-05,6.24E-05,10856,23399.44,,34206.974,0.017458039,0.000418615,10819.13,10672.2
20000609,6.97E-05,6.26E-05,-0.005927556,6.26E-05,8.14E-05,5.77E-05,4.25E-05,4.96E-05,4.33E-05,2.83E-05,3.15E-05,10459,23399.343,,34203.39,0.016371083,0.0079563,10678.47,10615.36
20000612,3.88E-05,4.28E-05,-0.003937987,3.69E-05,2.49E-05,3.04E-05,3.74E-05,3.67E-05,3.25E-05,2.36E-05,2.29E-05,10315,23398.519,,34203.584,0.008173653,0.003457941,10615.12,10573.4
20000613,7.13E-05,9.75E-05,0.005386746,9.36E-05,7.67E-05,8.92E-05,7.06E-05,7.73E-05,6.26E-05,3.24E-05,4.54E-05,10646,23398.443,,34205.259,-0.015206563,0.008611491,10562.31,10619.36
20000614,8.56E-05,8.06E-05,0.005238099,8.58E-05,0.000104098,9.22E-05,8.32E-05,7.95E-05,5.53E-05,3.66E-05,4.10E-05,10847,23398.139,,34204.883,-0.010549563,0.009826045,10632.46,10688.3
20000615,8.95E-05,7.89E-05,0.001957925,8.22E-05,0.00010318,7.52E-05,9.03E-05,8.24E-05,6.02E-05,3.88E-05,3.95E-05,10770,23399.37,,34206.019,-0.008817339,0.006905249,10689.63,10710.58
20000616,5.92E-05,5.30E-05,-0.022596681,6.08E-05,6.70E-05,7.13E-05,6.10E-05,6.15E-05,4.20E-05,4.77E-05,4.86E-05,10479,23398.452,,34203.509,0.024091525,0.000659435,10717.76,10478.29
20000619,9.37E-05,7.08E-05,0.011089276,7.05E-05,0.000142993,7.66E-05,8.83E-05,6.82E-05,4.90E-05,2.66E-05,2.59E-05,10821,23398.479,,34205.769,-0.014856312,0.014130578,10448.4,10564.91
20000620,7.98E-05,7.55E-05,-0.011271843,8.03E-05,7.30E-05,8.33E-05,6.66E-05,7.88E-05,5.80E-05,5.35E-05,4.99E-05,10903,23398.585,,34203.059,0.014231042,0,10558.9,10440.55
20000621,6.31E-05,6.80E-05,0.004928092,5.84E-05,4.07E-05,4.95E-05,6.36E-05,5.79E-05,4.56E-05,2.68E-05,2.04E-05,11022,23398.314,,34212.107,-0.010574,0.007048063,10446.83,10498.44
20000622,8.10E-05,8.22E-05,-0.010905315,8.27E-05,6.98E-05,9.18E-05,8.32E-05,8.18E-05,5.73E-05,4.75E-05,4.85E-05,10807,23399.147,,34211.913,0.015410673,0,10495.97,10382.13
20000623,8.12E-05,7.64E-05,0.003231903,6.14E-05,7.04E-05,5.29E-05,5.93E-05,5.44E-05,5.36E-05,2.93E-05,2.78E-05,10535,23399.126,,34207.214,-0.009799111,0.009799111,10376.47,10410.06
20000626,9.69E-05,7.01E-05,0.013234236,7.01E-05,9.61E-05,6.34E-05,6.73E-05,5.60E-05,4.56E-05,1.72E-05,1.67E-05,10605,23398.71,,34204.199,-0.01551198,0.01551198,10403.69,10542.29
20000627,5.02E-05,5.17E-05,-0.00179641,5.31E-05,5.39E-05,6.08E-05,5.53E-05,5.08E-05,3.70E-05,2.79E-05,2.72E-05,10573,23398.334,,34202.13,0.009856661,0.006993412,10541.58,10522.66
20000628,7.40E-05,8.67E-05,0.001698475,6.74E-05,8.83E-05,6.76E-05,6.69E-05,6.38E-05,6.31E-05,3.24E-05,3.69E-05,10518,23397.786,,34203.06,-0.010753489,0.010753489,10506.39,10524.25
20000629,0.000168272,0.000111208,-0.012099819,0.000110296,0.000153011,0.000106911,0.000115799,9.35E-05,7.99E-05,0.000121471,7.27E-05,10735,23399.42,,34203.024,0.015711103,0,10523.9,10397.33
20000630,6.46E-05,5.38E-05,0.002445749,5.68E-05,6.79E-05,6.47E-05,5.91E-05,5.41E-05,3.58E-05,2.96E-05,2.24E-05,10499,23398.659,,34206.009,-0.009837139,0.004344404,10393.09,10418.54
20000703,,,,,,,,,,,,,,,,,,,
20000704,,,,,,,,,,,,,,,,,,,
20000705,6.45E-05,7.11E-05,-0.003932973,7.20E-05,6.25E-05,8.01E-05,7.04E-05,6.78E-05,5.71E-05,3.62E-05,4.42E-05,10510,23398.893,,34205.553,0.010411834,0.003147953,10539.46,10498.09
20000706,5.42E-05,5.90E-05,-6.49E-05,5.60E-05,5.24E-05,6.26E-05,5.76E-05,5.38E-05,4.57E-05,2.87E-05,3.27E-05,10671,23398.256,,34202.987,-0.012817943,0.004385753,10481.45,10480.77
20000707,3.82E-05,4.86E-05,0.014880159,4.03E-05,5.40E-05,4.63E-05,4.01E-05,3.82E-05,3.41E-05,8.32E-06,9.97E-06,10539,23398.887,,34202.828,-0.016547864,0.016547864,10483.33,10640.49
20000710,3.53E-05,4.10E-05,0.002391949,3.49E-05,3.08E-05,3.79E-05,3.71E-05,3.55E-05,3.50E-05,1.68E-05,1.63E-05,10644,23398.939,,34206.391,-0.009109083,0.007094283,10627.14,10652.59
20000711,7.95E-05,8.18E-05,0.007310014,8.09E-05,8.28E-05,9.01E-05,6.68E-05,6.50E-05,5.79E-05,3.18E-05,2.92E-05,10860,23399.062,,34203.552,-0.016759285,0.0147317,10649.06,10727.19
20000712,5.20E-05,5.26E-05,0.006147686,4.54E-05,7.32E-05,4.83E-05,6.01E-05,4.70E-05,3.52E-05,1.97E-05,2.01E-05,10639,23398.584,,34204.147,-0.010398784,0.010398784,10722.24,10788.36
20000713,4.91E-05,5.14E-05,0.001402275,5.43E-05,5.37E-05,5.02E-05,5.18E-05,5.20E-05,3.94E-05,2.41E-05,2.69E-05,10793,23398.638,,34202.603,0.006855086,0.005008356,10774.92,10790.04
20000714,3.89E-05,3.73E-05,0.000908484,3.83E-05,3.43E-05,3.89E-05,4.09E-05,3.67E-05,2.82E-05,2.07E-05,1.92E-05,10372,23398.757,,34203.342,-0.006325668,0.002649981,10793.31,10803.12
20000717,3.14E-05,3.74E-05,-0.000686485,3.25E-05,2.58E-05,2.84E-05,3.35E-05,3.35E-05,3.33E-05,1.81E-05,1.92E-05,10772,23398.471,,34202.596,-0.00903641,0.003231796,10812.4,10804.98
20000718,4.68E-05,4.64E-05,-0.004973846,4.21E-05,3.55E-05,3.51E-05,3.76E-05,3.74E-05,3.96E-05,3.23E-05,2.58E-05,10806,23399.29,,34206.784,0.008930263,0,10799.16,10745.58
20000719,6.10E-05,5.45E-05,-0.001794759,4.93E-05,5.97E-05,4.75E-05,5.70E-05,4.67E-05,3.65E-05,2.35E-05,2.40E-05,11071,23396.134,,34212.475,0.009713263,0.00613362,10724.15,10704.92
20000720,0.00010039,8.31E-05,0.014042104,8.58E-05,0.000117996,8.48E-05,7.14E-05,5.09E-05,3.43E-05,2.05E-05,1.55E-05,10707,23398.932,,34202.52,-0.016100434,0.016100434,10700.68,10852
20000721,3.73E-05,3.44E-05,-0.009837496,3.46E-05,3.75E-05,3.50E-05,3.43E-05,3.25E-05,2.70E-05,2.61E-05,2.39E-05,10428,23398.588,,34204.564,0.012532018,0.000717223,10843.51,10737.36
20000724,4.66E-05,4.56E-05,-0.00396164,4.31E-05,5.25E-05,4.47E-05,4.24E-05,3.89E-05,3.54E-05,2.41E-05,2.14E-05,10739,23399.577,,34209.61,0.009294216,0.004339475,10731.44,10689.01
20000725,5.43E-05,5.13E-05,0.001032277,4.57E-05,5.39E-05,3.85E-05,4.39E-05,4.23E-05,3.69E-05,2.69E-05,2.38E-05,10600,23398.621,,34206.318,0.005941024,0.005088405,10689.28,10700.32
20000726,7.75E-05,6.38E-05,-0.012279748,7.24E-05,7.78E-05,7.53E-05,6.65E-05,7.04E-05,4.37E-05,4.80E-05,4.21E-05,10738,23398.53,,34206.405,0.014488297,0.000298383,10689.36,10558.9
20000727,0.000134286,9.60E-05,0.006776565,0.000105949,0.000170074,0.000115264,0.000119541,0.000102294,5.72E-05,5.37E-05,4.75E-05,10712,23397.043,,34203.698,-0.011930266,0.011930266,10516.83,10588.34
20000728,0.000116311,0.000101387,-0.008899347,0.000109794,0.000108322,0.000116064,0.000123691,0.00011002,7.48E-05,7.34E-05,7.24E-05,10901,23397.956,,34205.829,0.017282215,0.004992721,10594.97,10501.1
20000731,5.36E-05,5.84E-05,0.000731118,5.55E-05,5.50E-05,6.18E-05,4.43E-05,4.98E-05,3.95E-05,2.40E-05,2.59E-05,10680,23398.202,,34205.166,-0.009971947,0.008429046,10514.29,10521.98
20000801,6.05E-05,6.35E-05,0.007420275,5.43E-05,6.78E-05,5.62E-05,6.07E-05,4.86E-05,4.84E-05,2.99E-05,2.68E-05,10647,23398.754,,34206.89,-0.010202269,0.009680458,10523.81,10602.19
20000802,5.20E-05,5.88E-05,0.007840688,5.87E-05,5.86E-05,6.30E-05,5.46E-05,5.98E-05,3.87E-05,2.10E-05,2.14E-05,10413,23398.539,,34203.671,-0.012778464,0.010808413,10609.15,10692.66
20000803,8.60E-05,6.85E-05,0.002408289,6.78E-05,9.45E-05,6.17E-05,6.63E-05,5.92E-05,5.01E-05,4.59E-05,2.94E-05,10809,23399.396,,34205.921,-0.011261661,0.006062469,10679.37,10705.12
20000804,6.63E-05,7.12E-05,0.004417411,6.26E-05,5.78E-05,5.86E-05,5.35E-05,5.77E-05,5.24E-05,2.63E-05,2.84E-05,10700,23399.057,,34206.057,-0.009765642,0.005233932,10713.36,10760.79
20000807,4.08E-05,3.83E-05,0.008386875,3.65E-05,3.51E-05,4.16E-05,3.52E-05,3.68E-05,3.20E-05,1.60E-05,1.38E-05,10690,23397.657,,34206.855,-0.014292912,0.010887262,10773.98,10864.72
20000808,4.15E-05,4.26E-05,0.010498623,4.21E-05,3.29E-05,4.03E-05,4.06E-05,4.54E-05,2.85E-05,1.50E-05,1.25E-05,10765,23399.539,,34203.18,-0.01374452,0.011232428,10865.15,10979.82
20000809,4.96E-05,4.89E-05,-0.004676883,5.05E-05,4.77E-05,5.30E-05,4.34E-05,3.93E-05,3.72E-05,3.11E-05,3.23E-05,10682,23398.688,,34202.318,0.007829615,0.000667906,10970.94,10919.75
20000810,4.23E-05,4.49E-05,0.000907756,4.21E-05,3.31E-05,3.84E-05,4.26E-05,3.67E-05,3.47E-05,2.23E-05,2.23E-05,10343,23398.391,,34203.243,-0.005401678,0.004158825,10901.06,10910.96
20000811,4.03E-05,4.16E-05,0.011108095,3.60E-05,3.84E-05,3.53E-05,3.87E-05,3.59E-05,3.34E-05,1.40E-05,1.29E-05,10420,23399.858,,34204.332,-0.015025036,0.014722404,10905.98,11027.8
20000814,3.31E-05,3.66E-05,0.013133569,2.69E-05,3.42E-05,2.84E-05,2.39E-05,2.42E-05,2.48E-05,9.17E-06,9.51E-06,10375,23398.537,,34208.721,-0.015430673,0.013535356,11027.07,11172.85
20000815,3.83E-05,3.66E-05,-0.008756758,3.58E-05,4.03E-05,3.65E-05,3.01E-05,3.47E-05,2.92E-05,2.78E-05,2.49E-05,10495,23396.522,,34202.886,0.011538295,0,11175.05,11077.62
20000816,3.78E-05,3.81E-05,-0.004843295,3.77E-05,4.30E-05,3.82E-05,3.42E-05,3.53E-05,2.92E-05,2.21E-05,2.13E-05,10474,23398.695,,34202.8,0.011495568,0.001785405,11068.83,11015.35
20000817,4.21E-05,3.99E-05,0.004249446,4.30E-05,4.15E-05,4.56E-05,4.27E-05,3.61E-05,3.01E-05,1.70E-05,1.58E-05,10560,23399.132,,34203.019,-0.009672888,0.007292423,11010.95,11057.84
20000818,3.75E-05,2.80E-05,-0.00026969,2.96E-05,3.25E-05,3.09E-05,3.37E-05,2.62E-05,2.26E-05,1.76E-05,1.64E-05,10407,23399.289,,34207.343,0.006865001,0.00281744,11051.2,11048.22
20000821,2.29E-05,2.28E-05,0.001463818,2.07E-05,2.46E-05,2.18E-05,2.09E-05,1.97E-05,2.46E-05,8.73E-06,9.63E-06,10570,23399.681,,34205.719,0.007149452,0.004271598,11058.85,11075.05
20000822,3.18E-05,3.59E-05,0.00569292,2.99E-05,3.25E-05,2.90E-05,3.00E-05,2.71E-05,3.52E-05,1.11E-05,1.16E-05,10639,23399.456,,34204.995,-0.009653659,0.009636515,11082.2,11145.47
20000823,3.19E-05,3.55E-05,0.001100867,3.61E-05,3.23E-05,3.73E-05,2.90E-05,3.39E-05,2.70E-05,1.65E-05,1.76E-05,10529,23398.301,,34202.625,-0.01008303,0.003702746,11130.55,11142.81
20000824,2.08E-05,2.22E-05,0.00387085,2.34E-05,2.18E-05,2.38E-05,1.83E-05,2.24E-05,2.09E-05,9.38E-06,1.01E-05,10402,23398.468,,34207.306,-0.006893161,0.004787555,11143.91,11187.13
20000825,2.71E-05,2.29E-05,0.000687566,2.73E-05,2.76E-05,2.92E-05,2.30E-05,2.30E-05,2.00E-05,1.20E-05,1.27E-05,10199,23399.367,,34205.817,-0.004945784,0.00271532,11180.54,11188.23
20000828,2.49E-05,2.52E-05,0.008088169,2.34E-05,3.15E-05,2.50E-05,2.03E-05,2.35E-05,2.22E-05,6.79E-06,6.87E-06,9635,22154.928,,34205.63,-0.011514358,0.011034542,11194.48,11285.39
20000829,2.96E-05,3.06E-05,-0.002143769,2.51E-05,1.49E-05,1.92E-05,2.59E-05,2.30E-05,2.58E-05,1.80E-05,1.39E-05,10396,23399.196,,34205.925,-0.005264333,0.000604301,11249.27,11225.18
20000830,4.09E-05,3.04E-05,-0.008777811,3.08E-05,3.42E-05,2.99E-05,3.45E-05,2.75E-05,2.26E-05,2.73E-05,1.93E-05,10203,23399.184,,34202.777,0.010149531,8.12E-05,11209.01,11111.05
20000831,5.58E-05,3.92E-05,0.011361362,4.45E-05,6.61E-05,4.76E-05,3.97E-05,3.83E-05,2.81E-05,1.49E-05,1.23E-05,10515,23398.714,,34205.85,-0.018353068,0.01831975,11105.23,11232.12
20000901,5.30E-05,5.58E-05,0.002404514,5.16E-05,6.33E-05,5.47E-05,4.61E-05,5.01E-05,3.10E-05,2.13E-05,2.38E-05,10294,23398.234,,34205.969,-0.008275275,0.008275275,11219.54,11246.55
20000904,,,,,,,,,,,,,,,,,,,
20000905,3.78E-05,3.87E-05,0.003817416,3.79E-05,4.89E-05,4.40E-05,3.98E-05,3.44E-05,3.02E-05,1.48E-05,1.60E-05,10828,23399.358,,34205.741,-0.010397471,0.007095752,11221.76,11264.68
20000906,9.77E-05,8.01E-05,0.005507493,9.32E-05,9.05E-05,0.00010123,8.56E-05,6.45E-05,3.86E-05,2.44E-05,2.25E-05,10905,23398.897,,34202.765,-0.013064315,0.013031436,11253.58,11315.73
20000907,4.81E-05,4.26E-05,-0.004087519,4.50E-05,4.90E-05,4.47E-05,3.67E-05,3.21E-05,2.77E-05,2.87E-05,2.68E-05,10736,23398.956,,34206.032,0.008926259,0.00069435,11316.01,11269.85
20000908,4.30E-05,4.69E-05,-0.004115289,4.76E-05,5.55E-05,4.77E-05,4.16E-05,4.25E-05,3.67E-05,2.30E-05,2.44E-05,10694,23399.442,,34203.804,0.006261951,0,11261.72,11215.47
20000911,5.12E-05,5.23E-05,-0.002245034,4.86E-05,6.07E-05,5.06E-05,3.69E-05,3.96E-05,4.44E-05,2.44E-05,2.24E-05,10712,23398.975,,34205.49,0.013098733,0.005917637,11219.54,11194.38
20000912,6.91E-05,6.59E-05,0.003397596,6.56E-05,6.11E-05,5.78E-05,4.79E-05,5.43E-05,5.09E-05,3.55E-05,2.87E-05,10580,23398.721,,34202.573,-0.012669398,0.005141386,11197.71,11235.82
20000913,4.54E-05,4.05E-05,-0.004098354,3.57E-05,3.77E-05,3.42E-05,3.12E-05,3.08E-05,3.29E-05,2.95E-05,2.02E-05,10912,23399.958,,34204.87,0.008037098,0.000499651,11225.03,11179.12
20000914,3.02E-05,2.71E-05,-0.009133976,2.73E-05,3.08E-05,2.79E-05,2.89E-05,2.65E-05,2.33E-05,1.99E-05,1.90E-05,10874,23399.483,,34205.625,0.012289449,0.00151901,11189.58,11087.84
20000915,4.99E-05,4.72E-05,-0.012819193,4.53E-05,3.78E-05,4.15E-05,4.37E-05,4.37E-05,3.34E-05,3.16E-05,3.05E-05,10842,23399.92,,34202.801,0.017467542,0.002000192,11087.84,10946.61
20000918,4.80E-05,4.98E-05,-0.010506734,5.28E-05,4.48E-05,5.51E-05,4.19E-05,5.09E-05,4.56E-05,2.70E-05,3.27E-05,11078,23397.652,,34205.728,0.012645018,0.000837984,10926.42,10812.22
20000919,5.55E-05,4.89E-05,-0.001334566,5.46E-05,5.05E-05,4.99E-05,5.29E-05,5.54E-05,4.24E-05,2.63E-05,2.78E-05,10987,23399.115,,34205.782,0.007022121,0.002392573,10812.22,10797.8
20000920,0.000109303,9.49E-05,-0.009815984,0.000104377,0.000123659,0.000121091,0.000116681,0.000109221,6.64E-05,6.39E-05,6.25E-05,11132,23398.42,,34202.51,0.02397103,0.002703284,10794.47,10689.03
20000921,8.89E-05,8.16E-05,0.007917624,9.16E-05,9.90E-05,0.000102108,7.63E-05,8.18E-05,6.31E-05,3.12E-05,3.09E-05,10825,23399.891,,34211.799,-0.011387039,0.009549298,10680.52,10765.42
20000922,0.00019745,0.000103776,0.009396149,0.000119597,0.000164191,0.000104377,0.000123859,0.000106351,6.73E-05,0.000135005,5.53E-05,11124,23399.304,,34206.203,-0.022003794,0.010248411,10747.39,10848.85
20000925,5.79E-05,5.64E-05,-0.003314122,5.43E-05,5.83E-05,5.12E-05,4.95E-05,4.88E-05,4.29E-05,2.74E-05,3.15E-05,11087,23398.026,,34208.606,0.010375015,0.004457493,10847.37,10811.48
20000926,0.000122821,0.000107964,-0.015942178,0.000108491,0.000129337,8.61E-05,0.000109432,8.47E-05,5.77E-05,8.13E-05,7.23E-05,11297,23399.292,,34202.857,0.018360031,0.000642012,10806.3,10635.39
20000927,0.000103141,8.53E-05,-0.000703622,8.50E-05,8.56E-05,8.10E-05,9.89E-05,8.32E-05,6.42E-05,5.22E-05,4.50E-05,11104,23398.524,,34202.729,0.009293588,0.004114914,10634.45,10626.97
20000928,6.75E-05,5.08E-05,0.019267844,5.85E-05,9.37E-05,6.69E-05,7.11E-05,5.80E-05,3.65E-05,1.73E-05,1.34E-05,10899,23399.899,,34204.596,-0.021633634,0.021041728,10629.84,10836.64
20000929,0.00010781,8.18E-05,-0.015219563,9.30E-05,0.000107484,9.40E-05,9.04E-05,8.73E-05,5.97E-05,7.52E-05,6.29E-05,10996,23399.67,,34206.254,0.015358436,0,10821.4,10657.95
20001002,0.000104394,9.03E-05,0.003776496,8.47E-05,8.81E-05,7.70E-05,7.77E-05,7.17E-05,5.33E-05,5.21E-05,4.37E-05,10836,23399.742,,34210.723,-0.008385791,0.00581472,10659.06,10699.39
20001003,9.76E-05,8.28E-05,0.000406086,7.22E-05,8.39E-05,7.28E-05,7.62E-05,6.70E-05,6.40E-05,5.03E-05,3.82E-05,11051,23399.988,,34202.801,-0.013714324,0.013714324,10709.84,10714.19
20001004,7.81E-05,8.98E-05,0.005823547,9.39E-05,7.47E-05,9.38E-05,7.26E-05,7.36E-05,6.36E-05,3.27E-05,3.68E-05,11148,23399.455,,34206.324,-0.012420135,0.01170555,10723.33,10785.96
20001005,5.94E-05,7.14E-05,-0.005433085,6.68E-05,5.59E-05,5.74E-05,4.55E-05,6.18E-05,5.51E-05,3.57E-05,3.90E-05,10920,23399.565,,34205.844,0.011081255,0.005475665,10783.72,10725.29
20001006,0.000123691,0.000124137,-0.012397117,0.000131643,0.000165239,0.000158597,0.000138129,0.00013181,9.44E-05,7.91E-05,8.92E-05,11065,23399.654,,34203.059,0.024475441,0.004902773,10726.76,10594.6
20001009,5.31E-05,6.96E-05,-0.002945758,6.43E-05,5.03E-05,6.24E-05,5.61E-05,5.87E-05,4.50E-05,2.43E-05,3.10E-05,10950,23397.689,,34202.71,0.008958079,0.004181147,10596.91,10565.74
20001010,0.000115696,0.000135369,-0.004069135,0.000122952,0.00012382,0.000116405,0.000124109,0.00013539,8.75E-05,6.64E-05,6.90E-05,11137,23399.245,,34212.559,0.012756633,0.005131962,10569.17,10526.25
20001011,0.000255068,0.000222407,-0.010560198,0.000248243,0.000254816,0.000261646,0.000248352,0.000225179,0.000137833,0.000127014,0.000118645,11308,23399.949,,34202.645,0.020552922,0.00428126,10521.07,10410.55
20001012,0.000451767,0.000365695,-0.037902797,0.000443479,0.000589,0.000474342,0.000467203,0.000437347,0.000208174,0.000311826,0.000320488,11381,23397.833,,34202.168,0.042593076,0.003437056,10424.14,10036.43
20001013,0.000107307,9.98E-05,0.015733435,9.97E-05,8.63E-05,8.96E-05,0.000104074,8.91E-05,6.35E-05,3.46E-05,2.83E-05,11215,23398.736,,34205.473,-0.018934219,0.017365945,10031.62,10190.7
20001016,8.26E-05,8.04E-05,0.00489239,8.08E-05,8.87E-05,6.57E-05,8.11E-05,7.32E-05,5.75E-05,3.19E-05,3.26E-05,11203,23399.144,,34202.619,-0.009225561,0.00853606,10184.78,10234.73
20001017,0.000146779,0.000137279,-0.015240212,0.000132896,0.000127178,0.000130084,0.00013595,0.00012275,9.59E-05,8.73E-05,8.48E-05,11193,23399.162,,34204.669,0.02622801,0.004899686,10242.87,10087.95
20001018,0.000998313,0.000817364,-0.005552772,0.001118777,0.001510218,0.001272421,0.000938337,0.000753624,0.000134224,0.000808077,0.0009166,9471,19663.304,,34202.576,0.043555421,0,10085.99,10030.14
20001019,,,,,,,,,,,,,,,,,,,
20001020,0.000144437,0.000162204,0.005783387,0.000138403,0.000103821,0.000129392,0.000115892,0.000108676,6.55E-05,7.75E-05,6.51E-05,11156,23399.045,,34203.905,-0.015967184,0.008681159,10141.13,10199.95
20001023,0.000108129,9.57E-05,0.004401708,8.44E-05,8.07E-05,8.18E-05,9.00E-05,7.62E-05,6.81E-05,3.40E-05,2.99E-05,11168,23399.509,,34205.717,-0.013843759,0.012577108,10230.29,10275.42
20001024,0.000122425,0.000104474,0.011813833,0.000108118,0.000145101,0.000110563,0.000101767,9.84E-05,7.36E-05,3.46E-05,3.91E-05,11030,23399.628,,34202.823,-0.01600391,0.01600391,10273.57,10395.66
20001025,0.000148677,0.000128104,-0.006497806,0.000143401,0.000192653,0.000138984,0.000144493,0.000131911,8.66E-05,8.46E-05,7.37E-05,11134,23399.598,,34202.83,-0.01486485,0.006322999,10395.66,10328.33
20001026,0.000203381,0.000181243,0.004573184,0.000206214,0.000241201,0.000196749,0.000224634,0.000197714,0.000116459,0.000103432,9.73E-05,11188,23398.926,,34205.84,-0.018284699,0.011960887,10330.18,10377.53
20001027,0.000120395,0.000115163,0.018046284,0.000116581,0.000131282,0.00011174,0.0001105,0.000117701,7.65E-05,4.03E-05,4.14E-05,11140,23398.11,,34206.281,-0.01885074,0.018815099,10381.6,10570.65
20001030,9.98E-05,0.000102835,0.022066656,0.000105195,0.000127372,0.000117511,0.000101631,9.79E-05,7.71E-05,2.39E-05,2.78E-05,11103,23398.06,,34206.175,-0.027139848,0.026235591,10588.06,10824.3
20001031,4.66E-05,6.19E-05,0.012243632,5.73E-05,4.11E-05,5.26E-05,4.96E-05,6.23E-05,5.49E-05,1.75E-05,2.31E-05,10956,23398.765,,34206.115,-0.016727532,0.014625724,10835.39,10968.87
20001101,6.72E-05,9.28E-05,-0.005687198,8.58E-05,5.72E-05,6.87E-05,7.20E-05,7.96E-05,6.17E-05,3.89E-05,4.57E-05,10831,23398.353,,34203.471,0.014208364,0.002451805,10966.21,10904.02
20001102,5.75E-05,5.12E-05,-0.00173127,5.22E-05,4.94E-05,4.95E-05,5.79E-05,4.97E-05,4.05E-05,2.81E-05,2.43E-05,10809,23397.834,,34205.374,0.006951682,0.003930569,10903.17,10884.31
20001103,7.22E-05,5.44E-05,-0.006186417,6.15E-05,7.45E-05,6.07E-05,7.31E-05,5.80E-05,3.99E-05,4.48E-05,3.35E-05,10391,23399.626,,34202.764,0.01167015,0,10883.17,10816.05
20001106,5.75E-05,4.06E-05,0.01402426,5.10E-05,7.84E-05,6.04E-05,4.97E-05,4.88E-05,3.19E-05,1.68E-05,1.68E-05,10582,23399.179,,34206.166,-0.017630235,0.016999757,10820.6,10973.42
20001107,3.56E-05,3.23E-05,-0.001036177,3.07E-05,2.32E-05,2.90E-05,4.48E-05,3.21E-05,2.86E-05,2.07E-05,1.85E-05,8006,17835.219,,34206.975,0.006434487,0.001622734,10978.72,10967.35
20001108,0.000101785,8.28E-05,-0.0042906,8.26E-05,9.09E-05,7.14E-05,9.04E-05,8.39E-05,5.27E-05,6.39E-05,5.14E-05,10828,23399.48,,34206.072,0.008584684,0.004294084,10954.34,10907.44
20001109,0.000309375,0.000224307,-0.00610365,0.00028753,0.000412603,0.000319813,0.000257728,0.000263908,0.000145785,0.000177222,0.000140151,10948,23399.842,,34206.888,0.026359527,0,10902.11,10835.77
20001110,0.000159423,0.000123679,-0.019117607,0.000127101,0.000177673,0.000120595,0.000142213,0.000127347,8.68E-05,0.000110478,8.01E-05,10843,23398.914,,34211.459,0.019224126,0,10813.78,10609.01
